query,page,date,clicks,impressions,ctr,position
yandexgpt,https://systems-analysis.ru/eng/YandexGPT_(language_model),2026-08-17,2,46,4.35,6.0
эмерджентность,https://systems-analysis.ru/wiki/%D0%AD%D0%BC%D0%B5%D1%80%D0%B4%D0%B6%D0%B5%D0%BD%D1%82%D0%BD%D0%BE%D1%81%D1%82%D1%8C,2026-08-17,2,124,1.61,4.5
эмерджентность,https://systems-analysis.ru/wiki/%D0%AD%D0%BC%D0%B5%D1%80%D0%B4%D0%B6%D0%B5%D0%BD%D1%82%D0%BD%D0%BE%D1%81%D1%82%D1%8C,2026-08-19,2,150,1.33,4.2
品質規格とは,https://systems-analysis.ru/int/Quality_standards_%E2%80%94_%E5%93%81%E8%B3%AA%E8%A6%8F%E6%A0%BC,2026-08-20,2,6,33.33,2.2
agentic workflow,https://systems-analysis.ru/wiki/Agentic_workflows,2026-08-18,1,1,100,3
agentic workflow,https://systems-analysis.ru/wiki/Agentic_workflows,2026-08-20,1,1,100,3
analisis de sistema,https://systems-analysis.ru/es/systems_analysis.html,2026-08-17,1,5,20.0,5.8
analisis de sistemas,https://systems-analysis.ru/es/systems_analysis.html,2026-08-17,1,20,5.0,9.4
analisis de sistemas,https://systems-analysis.ru/es/systems_analysis.html,2026-08-18,1,26,3.85,7.8
antecedentes de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-16,1,6,16.67,8.3
antecedentes de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-18,1,4,25.0,10
antecedentes de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-19,1,6,16.67,6.2
automatic prompt engineer,https://systems-analysis.ru/int/Automatic_Prompt_Engineer_(APE)_(KO),2026-08-18,1,1,100,7
bert это,https://systems-analysis.ru/wiki/BERT,2026-08-15,1,1,100,15
bertscore,https://systems-analysis.ru/int/BERTScore_(metric)_%E2%80%94_BERT%E3%82%B9%E3%82%B3%E3%82%A2,2026-08-20,1,1,100,4
bertscore,https://systems-analysis.ru/int/BERTScore_(metric)_%E2%80%94_BERT%E3%82%B9%E3%82%B3%E3%82%A2,2026-08-21,1,1,100,2
bertscore,https://systems-analysis.ru/int/BERTScore_(metric)_(ES),2026-08-16,1,2,50.0,3.5
bertscore,https://systems-analysis.ru/int/BERTScore_(metric)_(FR),2026-08-20,1,3,33.33,1
bertscore,https://systems-analysis.ru/wiki/BERTScore,2026-08-18,1,4,25.0,3
bleu метрика,https://systems-analysis.ru/wiki/BLEU,2026-08-15,1,2,50.0,1
chinchilla model,https://systems-analysis.ru/eng/Chinchilla_(language_model),2026-08-18,1,2,50.0,1
cours de recherche opérationnelle,https://systems-analysis.ru/int/Mod%C3%A8les_de_recherche_op%C3%A9rationnelle,2026-08-19,1,1,100,2
criterio de hurwicz,https://systems-analysis.ru/int/Criterio_de_Hurwicz_(ES),2026-08-20,1,2,50.0,1.5
criterio de laplace,https://systems-analysis.ru/int/Criterio_de_Laplace_(ES),2026-08-16,1,5,20.0,4
criterio de savage,https://systems-analysis.ru/int/Criterio_de_arrepentimiento_minimax_(criterio_de_Savage),2026-08-18,1,3,33.33,5.3
criterio maximax,https://systems-analysis.ru/int/Criterio_Maximax,2026-08-20,1,1,100,1
criterios definicion,https://systems-analysis.ru/es/criterion.html,2026-08-17,1,3,33.33,8
cuales son los subsistemas,https://systems-analysis.ru/int/Subsistema_(ES),2026-08-21,1,2,50.0,5
decoder transformer,https://systems-analysis.ru/int/Decoder_(Transformateur),2026-08-15,1,1,100,2
direct preference optimization,https://systems-analysis.ru/wiki/Direct_Preference_Optimization,2026-08-15,1,8,12.5,27.9
dpo,https://systems-analysis.ru/wiki/Direct_Preference_Optimization,2026-08-21,1,9,11.11,4.9
dpo (direct preference optimization),https://systems-analysis.ru/wiki/Direct_Preference_Optimization,2026-08-18,1,1,100,1
dpo llm,https://systems-analysis.ru/int/Direct_Preference_Optimization_(DPO)_%E2%80%94_%E7%9B%B4%E6%8E%A5%E9%81%B8%E5%A5%BD%E6%9C%80%E9%81%A9%E5%8C%96,2026-08-21,1,3,33.33,11
dpo reinforcement learning,https://systems-analysis.ru/wiki/Direct_Preference_Optimization,2026-08-18,1,1,100,3
dpo reinforcement learning,https://systems-analysis.ru/wiki/Direct_Preference_Optimization,2026-08-21,1,1,100,2
el enfoque de sistemas,https://systems-analysis.ru/int/Enfoque_de_sistemas,2026-08-15,1,1,100,1
elementos de los sistemas,https://systems-analysis.ru/int/Elemento_del_sistema,2026-08-20,1,4,25.0,5.5
elementos de un sistema,https://systems-analysis.ru/int/Elemento_del_sistema,2026-08-19,1,22,4.55,6.8
elementos de un sistema,https://systems-analysis.ru/int/Elemento_del_sistema,2026-08-20,1,8,12.5,6.4
elo排名,https://systems-analysis.ru/int/Elo_ranking_of_language_models_%E2%80%94_%E6%A8%A1%E5%9E%8B%E7%9A%84ELO%E6%8E%92%E5%90%8D,2026-08-16,1,1,100,1
encoder decoder,https://systems-analysis.ru/wiki/Encoder-Decoder,2026-08-18,1,4,25.0,26.2
enfoque de sistemas,https://systems-analysis.ru/int/Enfoque_de_sistemas,2026-08-18,1,25,4.0,5.1
enfoque de sistemas,https://systems-analysis.ru/int/Enfoque_de_sistemas,2026-08-20,1,43,2.33,5.6
entrada y salida de un sistema,https://systems-analysis.ru/int/Entradas_y_salidas_(teor%C3%ADa_de_sistemas),2026-08-18,1,1,100,1
eosトークン検出とは,https://systems-analysis.ru/int/Stop_sequences_(language_models)_%E2%80%94_%E3%82%B9%E3%83%88%E3%83%83%E3%83%97%E3%82%B7%E3%83%BC%E3%82%B1%E3%83%B3%E3%82%B9,2026-08-20,1,6,16.67,1.8
equifinalidad,https://systems-analysis.ru/int/Equifinalidad,2026-08-18,1,75,1.33,2.7
equifinalidad,https://systems-analysis.ru/int/Equifinalidad,2026-08-20,1,49,2.04,2.4
equifinalidad significado,https://systems-analysis.ru/int/Equifinalidad,2026-08-20,1,5,20.0,3.2
equifinalidade,https://systems-analysis.ru/int/Equifinalidade,2026-08-18,1,9,11.11,4.7
equifinidad,https://systems-analysis.ru/int/Equifinalidad,2026-08-19,1,4,25.0,1
estado de un sistema,https://systems-analysis.ru/int/Estado_del_sistema,2026-08-19,1,2,50.0,2.5
estado de un sistema,https://systems-analysis.ru/int/Estado_del_sistema,2026-08-21,1,2,50.0,5
estandares de calidad,https://systems-analysis.ru/int/Est%C3%A1ndares_de_calidad,2026-08-20,1,10,10.0,8.9
estructura de un sistema,https://systems-analysis.ru/int/Estructura_del_sistema,2026-08-17,1,1,100,1
evolución de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-19,1,5,20.0,2.2
falcon ai,https://systems-analysis.ru/wiki/Falcon,2026-08-19,1,4,25.0,7
flash_attention_2,https://systems-analysis.ru/wiki/FlashAttention-2,2026-08-17,1,1,100,2
flashattention 3,https://systems-analysis.ru/int/FlashAttention-3_%E2%80%94_FlashAttention-3,2026-08-21,1,1,100,1
flashattention-3,https://systems-analysis.ru/wiki/FlashAttention-3,2026-08-20,1,3,33.33,2
flashattention3,https://systems-analysis.ru/int/FlashAttention-3_%E2%80%94_FlashAttention-3,2026-08-19,1,2,50.0,4
flashattention3,https://systems-analysis.ru/int/FlashAttention-3_%E2%80%94_FlashAttention-3,2026-08-21,1,1,100,1
flores 200,https://systems-analysis.ru/eng/FLORES-200,2026-08-20,1,7,14.29,3
flores-200,https://systems-analysis.ru/eng/FLORES-200,2026-08-21,1,4,25.0,5.2
function calling,https://systems-analysis.ru/wiki/Function_Calling,2026-08-18,1,3,33.33,5
função objetivo,https://systems-analysis.ru/int/Fun%C3%A7%C3%A3o_objetivo,2026-08-18,1,7,14.29,6.1
gemini model,https://systems-analysis.ru/wiki/Gemini,2026-08-21,1,2,50.0,19
gemma,https://systems-analysis.ru/wiki/Gemma,2026-08-18,1,23,4.35,6.9
google llm,https://systems-analysis.ru/int/Grandes_Modelos_de_Linguagem_do_Google,2026-08-16,1,1,100,12
graph of thought,https://systems-analysis.ru/int/Graph_of_Thoughts_%E2%80%94_%E6%80%9D%E8%80%83%E3%81%AE%E3%82%B0%E3%83%A9%E3%83%95,2026-08-20,1,1,100,2
hellaswag,https://systems-analysis.ru/int/HellaSwag_Benchmark_%E2%80%94_HellaSwag%E3%83%99%E3%83%B3%E3%83%81%E3%83%9E%E3%83%BC%E3%82%AF,2026-08-17,1,1,100,1
hellaswag,https://systems-analysis.ru/wiki/HellaSwag_benchmark,2026-08-19,1,4,25.0,15.8
hellaswag,https://systems-analysis.ru/wiki/HellaSwag_benchmark,2026-08-20,1,3,33.33,21.3
historia de investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-16,1,1,100,2
historia de la investigacion de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-20,1,6,16.67,4.8
historia de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-16,1,3,33.33,6.3
historia de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-18,1,11,9.09,4
historia de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-21,1,7,14.29,9.6
historia investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-18,1,1,100,8
humaneval,https://systems-analysis.ru/int/HumanEval_Benchmark_%E2%80%94_HumanEval%E3%83%99%E3%83%B3%E3%83%81%E3%83%9E%E3%83%BC%E3%82%AF,2026-08-17,1,4,25.0,8.5
humaneval,https://systems-analysis.ru/wiki/HumanEval_benchmark,2026-08-15,1,2,50.0,1.5
humaneval,https://systems-analysis.ru/wiki/HumanEval_benchmark,2026-08-18,1,2,50.0,15.5
hurwicz criterion,https://systems-analysis.ru/eng/Hurwicz_criterion,2026-08-20,1,13,7.69,6
in context learning,https://systems-analysis.ru/wiki/In-Context_Learning,2026-08-20,1,2,50.0,3.5
investigación de operaciones historia,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-19,1,1,100,12
jailbreak skill,https://systems-analysis.ru/wiki/Jailbreaks,2026-08-16,1,1,100,4
jailbreak промпты,https://systems-analysis.ru/wiki/Jailbreaks,2026-08-15,1,3,33.33,9.7
limite de un sistema,https://systems-analysis.ru/int/L%C3%ADmites_del_sistema,2026-08-18,1,2,50.0,1.5
ll arena,https://systems-analysis.ru/int/LMArena_(Chatbot_Arena)_(FR),2026-08-18,1,1,100,5
llm as a judge,https://systems-analysis.ru/wiki/LLM%E2%80%91as%E2%80%91a%E2%80%91Judge,2026-08-17,1,8,12.5,3.1
llm as a judge,https://systems-analysis.ru/wiki/LLM%E2%80%91as%E2%80%91a%E2%80%91Judge,2026-08-18,1,6,16.67,1.8
llm as a judge,https://systems-analysis.ru/wiki/LLM%E2%80%91as%E2%80%91a%E2%80%91Judge,2026-08-21,1,5,20.0,3.8
llm as a judge это,https://systems-analysis.ru/wiki/LLM%E2%80%91as%E2%80%91a%E2%80%91Judge,2026-08-17,1,3,33.33,1.7
llm as judge,https://systems-analysis.ru/wiki/LLM%E2%80%91as%E2%80%91a%E2%80%91Judge,2026-08-19,1,1,100,3
llm jailbreak,https://systems-analysis.ru/wiki/Jailbreaks,2026-08-16,1,1,100,2
llm jailbreak,https://systems-analysis.ru/wiki/Jailbreaks,2026-08-17,1,3,33.33,1
llm jailbreak,https://systems-analysis.ru/wiki/Jailbreaks,2026-08-18,1,2,50.0,1
llm jailbreaks,https://systems-analysis.ru/wiki/Jailbreaks,2026-08-20,1,1,100,1
llm model temperature,https://systems-analysis.ru/wiki/%D0%A2%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0_(LLM),2026-08-21,1,1,100,1
llm perplexity,https://systems-analysis.ru/wiki/%D0%9F%D0%B5%D1%80%D0%BF%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D1%8F,2026-08-21,1,1,100,3
llm temperature,https://systems-analysis.ru/wiki/%D0%A2%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0_(LLM),2026-08-17,1,5,20.0,2.4
llm температура,https://systems-analysis.ru/wiki/%D0%A2%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0_(LLM),2026-08-21,1,1,100,1
llm-as-a-judge,https://systems-analysis.ru/wiki/LLM%E2%80%91as%E2%80%91a%E2%80%91Judge,2026-08-15,1,1,100,3
llm-as-judge,https://systems-analysis.ru/wiki/LLM%E2%80%91as%E2%80%91a%E2%80%91Judge,2026-08-18,1,1,100,1
lm arena,https://systems-analysis.ru/wiki/LMArena,2026-08-18,1,41,2.44,7.5
lmarena,https://systems-analysis.ru/eng/LMArena_(Chatbot_Arena),2026-08-21,1,1,100,8
lmarena,https://systems-analysis.ru/int/LMArena_(Chatbot_Arena)_%E2%80%94_%D8%B3%D8%A7%D8%AD%D8%A9_%D8%A7%D9%84%D9%86%D9%85%D8%A7%D8%B0%D8%AC_%D8%A7%D9%84%D9%83%D8%A8%D9%8A%D8%B1%D8%A9,2026-08-20,1,9,11.11,7.3
lmarena website,https://systems-analysis.ru/eng/LMArena_(Chatbot_Arena),2026-08-21,1,1,100,12
lmn arena,https://systems-analysis.ru/wiki/LMArena,2026-08-17,1,1,100,4
lora дообучение,https://systems-analysis.ru/wiki/Low%E2%80%91Rank_Adaptation_(LoRA),2026-08-19,1,3,33.33,3
loro estocástico,https://systems-analysis.ru/int/Loro_estoc%C3%A1stico,2026-08-17,1,4,25.0,1.8
lost in the middle,https://systems-analysis.ru/wiki/%D0%9A%D0%BE%D0%BD%D1%82%D0%B5%D0%BA%D1%81%D1%82%D0%BD%D0%BE%D0%B5_%D0%B7%D0%B0%D0%B1%D1%8B%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5,2026-08-20,1,3,33.33,5.7
low rank adaptation,https://systems-analysis.ru/wiki/Low%E2%80%91Rank_Adaptation_(LoRA),2026-08-21,1,1,100,2
low-rank adaptation,https://systems-analysis.ru/wiki/Low%E2%80%91Rank_Adaptation_(LoRA),2026-08-18,1,4,25.0,3
metodologia de la investigacion de operaciones,https://systems-analysis.ru/int/Metodolog%C3%ADa_de_la_investigaci%C3%B3n_de_operaciones,2026-08-19,1,2,50.0,1
metodologia de la investigacion de operaciones,https://systems-analysis.ru/int/Metodolog%C3%ADa_de_la_investigaci%C3%B3n_de_operaciones,2026-08-20,1,2,50.0,1.5
metodología de la investigación de operaciones,https://systems-analysis.ru/int/Metodolog%C3%ADa_de_la_investigaci%C3%B3n_de_operaciones,2026-08-17,1,1,100,1
metodología de la investigación de operaciones,https://systems-analysis.ru/int/Metodolog%C3%ADa_de_la_investigaci%C3%B3n_de_operaciones,2026-08-18,1,2,50.0,1.5
metodología de la investigación de operaciones,https://systems-analysis.ru/int/Metodolog%C3%ADa_de_la_investigaci%C3%B3n_de_operaciones,2026-08-19,1,7,14.29,1.4
minimax regret criterion,https://systems-analysis.ru/eng/Minimax_regret_criterion_(Savage_criterion),2026-08-15,1,2,50.0,10
ml arena,https://systems-analysis.ru/int/LMArena_(Chatbot_Arena)_(ES),2026-08-18,1,2,50.0,6
mmlu,https://systems-analysis.ru/wiki/MMLU_benchmark,2026-08-16,1,2,50.0,1
mmlu,https://systems-analysis.ru/wiki/MMLU_benchmark,2026-08-18,1,8,12.5,1.9
mmlu benchmark,https://systems-analysis.ru/wiki/MMLU_benchmark,2026-08-16,1,1,100,1
mmlu benchmark,https://systems-analysis.ru/wiki/MMLU_benchmark,2026-08-17,1,3,33.33,3
modelo de investigación de operaciones,https://systems-analysis.ru/int/Modelos_de_investigaci%C3%B3n_de_operaciones,2026-08-15,1,2,50.0,1
modelo del sistema,https://systems-analysis.ru/int/Modelo_de_sistema_(ES),2026-08-15,1,1,100,1
modelos de investigacion de operaciones,https://systems-analysis.ru/int/Modelos_de_investigaci%C3%B3n_de_operaciones,2026-08-19,1,1,100,1
modelos de investigacion de operaciones,https://systems-analysis.ru/int/Modelos_de_investigaci%C3%B3n_de_operaciones,2026-08-21,1,1,100,1
modelos de investigación de operaciones,https://systems-analysis.ru/int/Modelos_de_investigaci%C3%B3n_de_operaciones,2026-08-15,1,1,100,1
modelos de investigación de operaciones,https://systems-analysis.ru/int/Modelos_de_investigaci%C3%B3n_de_operaciones,2026-08-17,1,1,100,1
modelos de investigación de operaciones,https://systems-analysis.ru/int/Modelos_de_investigaci%C3%B3n_de_operaciones,2026-08-19,1,5,20.0,2.8
modelos de investigación de operaciones,https://systems-analysis.ru/int/Modelos_de_investigaci%C3%B3n_de_operaciones,2026-08-20,1,5,20.0,1.4
modelos de la investigación de operaciones,https://systems-analysis.ru/int/Modelos_de_investigaci%C3%B3n_de_operaciones,2026-08-21,1,1,100,1
mt bench,https://systems-analysis.ru/int/MT-Bench_(benchmark)_%E2%80%94_MT-Bench%E3%83%99%E3%83%B3%E3%83%81%E3%83%9E%E3%83%BC%E3%82%AF,2026-08-18,1,4,25.0,5.8
mt-bench,https://systems-analysis.ru/eng/MT-Bench_(benchmark),2026-08-20,1,2,50.0,5
multi agent debate,https://systems-analysis.ru/int/Multi-Agent_Debate_%E2%80%94_%E3%83%9E%E3%83%AB%E3%83%81%E3%82%A8%E3%83%BC%E3%82%B8%E3%82%A7%E3%83%B3%E3%83%88%E3%83%87%E3%82%A3%E3%83%99%E3%83%BC%E3%83%88,2026-08-17,1,1,100,1
multi agent prompting strategies,https://systems-analysis.ru/eng/Multi-agent_prompting,2026-08-20,1,1,100,1
multi-agent debate,https://systems-analysis.ru/int/Multi-Agent_Debate_%E2%80%94_%E3%83%9E%E3%83%AB%E3%83%81%E3%82%A8%E3%83%BC%E3%82%B8%E3%82%A7%E3%83%B3%E3%83%88%E3%83%87%E3%82%A3%E3%83%99%E3%83%BC%E3%83%88,2026-08-19,1,1,100,1
multimodal llm,https://systems-analysis.ru/wiki/%D0%9C%D1%83%D0%BB%D1%8C%D1%82%D0%B8%D0%BC%D0%BE%D0%B4%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_LLM,2026-08-18,1,1,100,6
open system,https://systems-analysis.ru/eng/Open_system_(systems_theory),2026-08-17,1,7,14.29,23.6
open weight,https://systems-analysis.ru/wiki/Open-weight_%D0%B8_Closed-weight_%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D0%B8,2026-08-17,1,1,100,1
openai llm,https://systems-analysis.ru/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B8%D0%B5_%D1%8F%D0%B7%D1%8B%D0%BA%D0%BE%D0%B2%D1%8B%D0%B5_%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D0%B8_OpenAI,2026-08-15,1,2,50.0,4
operations research history,https://systems-analysis.ru/eng/History_of_operations_research,2026-08-20,1,1,100,13
origen de la investigacion de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-18,1,9,11.11,1.8
origen de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-17,1,10,10.0,4.7
origen de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-19,1,18,5.56,5.6
origen de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-20,1,10,10.0,11
origen de la investigación de operaciones,https://systems-analysis.ru/int/Historia_de_la_investigaci%C3%B3n_de_operaciones,2026-08-21,1,9,11.11,10.3
pestle analysis reference harvard,https://systems-analysis.ru/eng/PESTLE_analysis,2026-08-15,1,1,100,1
problema de decisión,https://systems-analysis.ru/int/Problema_de_decisi%C3%B3n,2026-08-21,1,1,100,10
programación lineal,https://systems-analysis.ru/int/Programaci%C3%B3n_lineal,2026-08-15,1,3,33.33,18
propiedades de los sistemas,https://systems-analysis.ru/int/Propiedades_de_los_sistemas,2026-08-21,1,4,25.0,2.2
propiedades de un sistema,https://systems-analysis.ru/int/Propiedades_de_los_sistemas,2026-08-18,1,3,33.33,1
qianwen,https://systems-analysis.ru/wiki/Qwen,2026-08-18,1,2,50.0,7.5
que es analisis de sistemas,https://systems-analysis.ru/es/systems_analysis.html,2026-08-17,1,2,50.0,4
que es el enfoque de sistemas,https://systems-analysis.ru/int/Enfoque_de_sistemas,2026-08-20,1,2,50.0,4
que es el enfoque de sistemas,https://systems-analysis.ru/int/Enfoque_de_sistemas,2026-08-21,1,15,6.67,5.2
que es el enfoque de sistemas,https://systems-analysis.ru/int/Enfoque_de_sistemas#Postulados_principales,2026-08-21,1,15,6.67,5.2
que es la equifinalidad,https://systems-analysis.ru/int/Equifinalidad,2026-08-15,1,2,50.0,3
que es la equifinalidad,https://systems-analysis.ru/int/Equifinalidad,2026-08-21,1,1,100,5
que es la programacion lineal,https://systems-analysis.ru/int/Programaci%C3%B3n_lineal,2026-08-15,1,2,50.0,26.5
que es subsistema,https://systems-analysis.ru/int/Subsistema_(ES),2026-08-19,1,6,16.67,5.7
que es un criterio,https://systems-analysis.ru/int/Criterio,2026-08-20,1,19,5.26,6.7
que es un sistema cerrado,https://systems-analysis.ru/int/Sistema_cerrado_(teor%C3%ADa_de_sistemas),2026-08-16,1,1,100,8
rag patterns,https://systems-analysis.ru/wiki/RAG-%D0%BF%D0%B0%D1%82%D1%82%D0%B5%D1%80%D0%BD%D1%8B,2026-08-20,1,1,100,2
rag perplexity,https://systems-analysis.ru/wiki/Perplexity,2026-08-15,1,1,100,2
realtoxicityprompts,https://systems-analysis.ru/wiki/RealToxicityPrompts,2026-08-18,1,1,100,1
rouge метрика,https://systems-analysis.ru/wiki/ROUGE,2026-08-18,1,2,50.0,1.5
safetybench,https://systems-analysis.ru/int/SafetyBench_%E2%80%94_SafetyBench%EF%BC%88%E5%AE%89%E5%85%A8%E8%AF%84%E6%B5%8B%E5%9F%BA%E5%87%86%EF%BC%89,2026-08-17,1,1,100,2
sensitivity analysis คือ,https://systems-analysis.ru/int/Sensitivity_analysis_%E2%80%94_%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%B0%E0%B8%AB%E0%B9%8C%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B9%84%E0%B8%A7,2026-08-19,1,1,100,10
sistema cerrado,https://systems-analysis.ru/int/Sistema_cerrado_(teor%C3%ADa_de_sistemas),2026-08-20,1,12,8.33,7.8
sistemas en equilibrio,https://systems-analysis.ru/int/Equilibrio_del_sistema,2026-08-19,1,2,50.0,9
sub sistema,https://systems-analysis.ru/int/Subsistema_(ES),2026-08-19,1,1,100,1
subsistema,https://systems-analysis.ru/int/Subsistema_(ES),2026-08-17,1,31,3.23,4.3
subsistema,https://systems-analysis.ru/int/Subsistema_(ES),2026-08-20,1,19,5.26,2.9
subsistema,https://systems-analysis.ru/int/Subsistema_(ES),2026-08-21,1,23,4.35,4.3
subsitemas,https://systems-analysis.ru/int/Subsistema_(ES),2026-08-17,1,1,100,8
swe banch,https://systems-analysis.ru/wiki/SWE-bench,2026-08-19,1,1,100,8
system analysis,https://systems-analysis.ru/en/,2026-08-17,1,1,100,2
system analysis,https://systems-analysis.ru/en/systems_analysis.html,2026-08-16,1,2,50.0,29.5
system approach,https://systems-analysis.ru/en/systems_thinking.html,2026-08-18,1,6,16.67,11.7
system approach,https://systems-analysis.ru/en/systems_thinking.html,2026-08-20,1,5,20.0,8.8
system complexity,https://systems-analysis.ru/eng/System_complexity,2026-08-17,1,3,33.33,4.3
